account_id,payment_behavior,months_on_book,plan_tier,auto_debit,credit_score_band,bundled_services,complaint_calls,ebill_enrolled,segment,target
ACC0016903,10,-45,-35,-40,35,-30,-50,-20,YOUNG,0
ACC0016904,40,25,15,45,65,30,0,-20,MATURE,0
ACC0016905,40,55,-35,-40,35,30,40,30,YOUNG,0
ACC0016906,10,-10,15,-40,10,-30,40,30,YOUNG,1
ACC0016907,-25,-45,-35,45,-55,5,-50,30,YOUNG,0
ACC0016908,40,-45,-35,45,10,30,0,30,YOUNG,0
ACC0016909,40,55,50,-40,35,-30,40,-20,MATURE,0
ACC0016910,-60,-45,-35,45,35,-30,-50,30,YOUNG,1
ACC0016911,75,-45,-35,45,10,-30,0,30,YOUNG,0
ACC0016912,10,25,-35,45,-55,-30,40,30,YOUNG,0
ACC0016913,10,25,15,-40,35,-30,0,30,YOUNG,0
ACC0016914,10,-10,-35,45,35,5,-50,-20,YOUNG,0
ACC0016915,40,25,-35,45,-20,-30,40,-20,MATURE,0
ACC0016916,75,-10,15,-40,35,55,40,30,MATURE,0
ACC0016917,40,55,15,-40,10,5,40,30,YOUNG,0
ACC0016918,40,-10,50,45,35,30,40,30,MATURE,0
ACC0016919,-25,25,50,-40,10,-30,-50,-20,MATURE,0
ACC0016920,40,-45,-35,-40,35,-30,40,30,YOUNG,1
ACC0016921,40,-10,-35,-40,10,-30,40,30,MATURE,0
ACC0016922,40,-10,50,45,65,30,0,30,MATURE,0
ACC0016923,75,-10,15,45,35,-30,40,30,YOUNG,0
ACC0016924,-60,55,15,45,35,55,0,-20,YOUNG,0
ACC0016925,-60,25,15,45,10,5,-50,-20,YOUNG,1
ACC0016926,40,25,50,45,-20,-30,40,-20,MATURE,0
ACC0016927,75,25,-35,45,65,-30,40,-20,MATURE,0
ACC0016928,10,25,-35,-40,-55,5,0,30,YOUNG,0
ACC0016929,40,-45,50,45,35,55,0,30,MATURE,0
ACC0016930,40,55,-35,-40,35,55,0,30,YOUNG,0
ACC0016931,40,-10,-35,-40,-20,30,-50,30,YOUNG,1
ACC0016932,-60,-45,-35,45,35,55,0,30,YOUNG,0
ACC0016933,10,55,15,-40,35,55,0,30,MATURE,0
ACC0016934,10,25,-35,-40,-20,5,-50,30,YOUNG,0
ACC0016935,75,-10,15,-40,10,-30,40,30,YOUNG,0
ACC0016936,-25,-10,15,45,-20,-30,-50,30,YOUNG,1
ACC0016937,-60,-45,50,-40,-20,-30,0,30,YOUNG,1
ACC0016938,-25,-10,-35,45,10,5,40,30,YOUNG,1
ACC0016939,10,25,15,-40,10,30,0,30,YOUNG,0
ACC0016940,-25,-10,15,45,35,5,40,-20,MATURE,0
ACC0016941,-25,-45,-35,45,-20,-30,-50,30,YOUNG,1
ACC0016942,75,55,15,45,35,30,40,30,MATURE,0
ACC0016943,10,25,15,45,-55,30,40,30,MATURE,0
ACC0016944,40,-45,15,-40,10,55,-50,30,YOUNG,0
ACC0016945,75,55,15,-40,10,5,0,-20,MATURE,0
ACC0016946,-25,55,-35,-40,35,30,40,30,YOUNG,0
ACC0016947,40,-10,-35,-40,10,5,40,30,YOUNG,1
ACC0016948,75,55,50,-40,35,-30,0,30,MATURE,0
ACC0016949,-25,-45,50,-40,-55,-30,40,30,YOUNG,0
ACC0016950,-25,-45,50,-40,-55,30,-50,30,YOUNG,1
ACC0016951,75,25,15,-40,35,-30,40,30,MATURE,0
ACC0016952,40,55,15,45,10,55,40,30,MATURE,0
ACC0016953,-60,25,50,45,-20,55,40,30,MATURE,0
ACC0016954,75,-10,15,45,-55,-30,0,-20,YOUNG,0
ACC0016955,75,-45,15,45,35,55,-50,30,YOUNG,0
ACC0016956,10,-10,50,-40,10,-30,0,30,YOUNG,0
ACC0016957,40,-10,-35,-40,-55,-30,-50,-20,YOUNG,1
ACC0016958,10,25,15,45,10,-30,0,-20,MATURE,0
ACC0016959,10,-10,15,-40,10,-30,40,30,YOUNG,0
ACC0016960,40,55,15,-40,65,30,-50,-20,MATURE,0
ACC0016961,-25,25,50,45,10,55,40,30,YOUNG,0
ACC0016962,75,-45,15,45,-55,5,0,30,YOUNG,0
ACC0016963,75,-45,15,45,35,-30,-50,30,YOUNG,1
ACC0016964,40,25,15,45,-20,-30,-50,-20,YOUNG,0
ACC0016965,75,25,15,45,10,5,40,-20,MATURE,0
ACC0016966,75,55,50,45,-20,55,40,-20,MATURE,0
ACC0016967,40,-45,50,-40,-55,-30,0,30,YOUNG,1
ACC0016968,40,-10,-35,45,-20,5,0,30,YOUNG,0
ACC0016969,10,55,15,45,65,30,0,30,MATURE,0
ACC0016970,-25,55,50,45,10,-30,40,30,MATURE,0
ACC0016971,75,25,50,45,35,55,40,-20,MATURE,0
ACC0016972,40,-10,15,45,-20,-30,40,30,MATURE,0
ACC0016973,40,55,50,45,35,-30,0,-20,MATURE,0
ACC0016974,40,-45,-35,-40,-55,5,40,30,YOUNG,0
ACC0016975,-25,55,50,45,10,30,40,-20,MATURE,0
ACC0016976,-60,-10,15,45,35,-30,0,30,YOUNG,0
ACC0016977,75,-10,15,-40,65,5,0,30,YOUNG,0
ACC0016978,10,-10,15,-40,-55,5,0,30,YOUNG,1
ACC0016979,40,25,15,45,-20,5,40,-20,MATURE,0
ACC0016980,75,25,50,-40,35,-30,0,30,MATURE,0
ACC0016981,75,25,-35,-40,10,-30,40,30,YOUNG,0
ACC0016982,40,-10,-35,45,10,5,40,30,YOUNG,0
ACC0016983,10,25,-35,45,-55,-30,40,30,YOUNG,0
ACC0016984,40,-10,15,-40,65,-30,0,30,YOUNG,1
ACC0016985,-60,-10,-35,45,10,5,0,-20,YOUNG,1
ACC0016986,40,-10,15,-40,10,55,40,30,YOUNG,1
ACC0016987,75,-45,15,-40,35,5,-50,-20,MATURE,0
ACC0016988,75,25,-35,45,10,5,-50,30,YOUNG,0
ACC0016989,40,-10,15,45,35,-30,0,30,MATURE,0
ACC0016990,40,-45,-35,-40,-20,5,0,30,YOUNG,1
ACC0016991,75,-10,-35,45,-20,55,0,-20,MATURE,0
ACC0016992,40,25,50,45,65,5,40,30,MATURE,0
ACC0016993,-25,-10,15,-40,-20,30,40,30,YOUNG,0
ACC0016994,40,25,50,45,10,-30,40,-20,MATURE,0
ACC0016995,-25,25,-35,45,10,55,-50,30,YOUNG,0
ACC0016996,75,-10,50,45,-55,-30,40,30,MATURE,0
ACC0016997,10,25,50,-40,-20,30,0,30,YOUNG,0
ACC0016998,10,-10,-35,45,35,-30,40,30,YOUNG,0
ACC0016999,75,-10,50,45,10,5,0,-20,MATURE,0
ACC0017000,40,25,-35,-40,10,55,40,30,YOUNG,0
ACC0017001,40,-10,-35,45,10,30,40,30,MATURE,0
ACC0017002,40,-10,50,45,10,-30,40,30,YOUNG,0
ACC0017003,-60,55,50,45,35,5,0,30,YOUNG,0
ACC0017004,75,-45,-35,45,10,30,0,30,YOUNG,0
ACC0017005,75,-10,-35,45,10,5,0,30,YOUNG,0
ACC0017006,40,-45,15,-40,10,30,40,30,YOUNG,0
ACC0017007,40,-45,15,-40,10,5,-50,30,YOUNG,0
ACC0017008,-25,-10,-35,-40,-20,-30,40,30,YOUNG,1
ACC0017009,10,-45,15,-40,-20,-30,-50,30,YOUNG,1
ACC0017010,-60,-45,15,45,-55,30,0,-20,MATURE,1
ACC0017011,-25,55,15,45,65,55,40,30,MATURE,0
ACC0017012,40,-10,15,45,10,30,40,30,YOUNG,0
ACC0017013,10,-45,15,-40,10,-30,40,30,YOUNG,1
ACC0017014,75,-45,15,45,-55,55,0,-20,MATURE,0
ACC0017015,75,-45,15,45,10,30,0,-20,MATURE,0
ACC0017016,75,-10,-35,45,10,5,40,-20,MATURE,0
ACC0017017,40,55,15,-40,65,55,0,30,MATURE,0
ACC0017018,10,-10,-35,-40,35,30,-50,-20,YOUNG,1
ACC0017019,75,-45,50,-40,35,-30,-50,30,YOUNG,0
ACC0017020,75,-10,50,-40,-20,30,40,30,YOUNG,1
ACC0017021,40,55,15,45,10,5,40,30,YOUNG,0
ACC0017022,40,-10,15,-40,65,-30,40,30,MATURE,0
ACC0017023,-25,-45,15,45,-20,5,40,30,MATURE,0
ACC0017024,75,25,50,45,10,30,40,30,MATURE,0
ACC0017025,10,55,-35,-40,-55,5,0,-20,YOUNG,0
ACC0017026,75,25,15,-40,65,30,0,-20,MATURE,0
ACC0017027,40,-10,-35,-40,-20,-30,0,30,YOUNG,0
ACC0017028,40,55,-35,45,-20,-30,-50,30,YOUNG,0
ACC0017029,10,-10,50,45,-55,5,0,30,YOUNG,0
ACC0017030,40,-45,15,45,65,-30,0,30,YOUNG,0
ACC0017031,-25,-45,15,-40,-55,-30,40,30,YOUNG,0
ACC0017032,75,-45,15,45,10,-30,0,30,YOUNG,0
ACC0017033,10,-10,15,-40,-55,-30,-50,30,YOUNG,1
ACC0017034,40,55,50,45,-20,30,40,-20,MATURE,0
ACC0017035,10,55,50,45,-20,30,-50,30,MATURE,0
ACC0017036,40,55,-35,45,10,5,40,30,MATURE,0
ACC0017037,-60,55,15,45,-20,5,40,30,YOUNG,1
ACC0017038,10,-45,50,-40,-20,-30,-50,30,YOUNG,1
ACC0017039,75,-45,15,-40,10,-30,40,-20,MATURE,1
ACC0017040,-60,25,-35,-40,35,55,40,30,MATURE,1
ACC0017041,40,-45,-35,45,-55,5,0,30,YOUNG,0
ACC0017042,40,25,15,45,-20,-30,-50,-20,YOUNG,0
ACC0017043,-25,55,50,45,35,-30,40,-20,MATURE,0
ACC0017044,75,-10,15,45,10,5,0,30,YOUNG,0
ACC0017045,75,55,-35,45,-20,55,0,-20,MATURE,0
ACC0017046,-25,-10,-35,-40,-20,30,40,-20,YOUNG,0
ACC0017047,75,-45,15,45,10,30,40,30,MATURE,0
ACC0017048,40,-10,-35,-40,-20,5,0,30,YOUNG,0
ACC0017049,75,-45,50,-40,-20,-30,0,-20,YOUNG,1
ACC0017050,-25,-10,-35,45,10,5,40,30,MATURE,0
ACC0017051,10,-10,-35,-40,10,-30,-50,30,YOUNG,1
ACC0017052,10,-10,-35,-40,-20,-30,40,-20,YOUNG,0
ACC0017053,75,25,50,45,65,-30,40,-20,MATURE,0
ACC0017054,-25,-10,-35,45,65,55,40,30,MATURE,0
ACC0017055,75,-45,15,-40,-20,30,0,30,YOUNG,1
ACC0017056,75,25,15,-40,65,5,40,30,MATURE,0
ACC0017057,40,55,15,45,10,-30,40,-20,MATURE,0
ACC0017058,-60,-10,-35,45,35,5,40,30,YOUNG,1
ACC0017059,-60,55,15,45,35,-30,40,-20,MATURE,0
ACC0017060,10,25,-35,45,10,-30,40,30,MATURE,0
ACC0017061,40,25,15,45,35,30,0,30,MATURE,0
ACC0017062,-60,55,50,45,10,-30,-50,30,YOUNG,0
ACC0017063,40,-10,-35,-40,35,5,40,30,YOUNG,0
ACC0017064,75,25,-35,45,-20,-30,0,30,YOUNG,1
ACC0017065,-60,-45,15,-40,65,-30,40,30,YOUNG,0
ACC0017066,40,25,-35,-40,35,-30,0,30,YOUNG,1
ACC0017067,75,-45,15,45,10,5,0,30,YOUNG,0
ACC0017068,40,-10,15,45,10,30,0,30,YOUNG,0
ACC0017069,40,-10,15,45,-20,30,40,30,MATURE,0
ACC0017070,40,55,15,45,65,5,40,-20,MATURE,0
ACC0017071,10,-10,15,-40,-55,5,-50,30,YOUNG,0
ACC0017072,75,25,50,-40,10,55,40,-20,MATURE,0
ACC0017073,75,-45,-35,45,-55,-30,-50,30,YOUNG,0
ACC0017074,-25,-45,15,-40,-55,5,0,30,YOUNG,0
ACC0017075,40,-10,15,45,-55,30,40,-20,MATURE,0
ACC0017076,-60,-45,15,-40,35,-30,40,30,MATURE,1
ACC0017077,-25,-45,15,45,65,30,0,-20,MATURE,1
ACC0017078,-25,-45,-35,45,35,-30,0,30,YOUNG,0
ACC0017079,-60,55,50,-40,10,55,0,30,MATURE,1
ACC0017080,75,-45,15,45,35,30,0,30,MATURE,0
ACC0017081,10,-10,15,45,65,5,40,30,MATURE,0
ACC0017082,40,25,50,-40,10,55,40,30,MATURE,0
ACC0017083,75,-45,15,45,10,-30,0,30,YOUNG,0
ACC0017084,40,55,-35,45,10,5,0,-20,MATURE,0
ACC0017085,40,-10,15,-40,65,5,0,30,MATURE,0
ACC0017086,-25,25,-35,-40,10,-30,-50,-20,YOUNG,1
ACC0017087,75,-45,15,-40,-55,-30,40,30,YOUNG,0
ACC0017088,-60,-45,50,-40,-20,-30,0,30,YOUNG,1
ACC0017089,10,-45,-35,-40,-55,-30,40,30,YOUNG,0
ACC0017090,75,-45,15,-40,35,5,0,-20,YOUNG,0
ACC0017091,75,55,50,-40,10,5,-50,30,MATURE,0
ACC0017092,75,-10,50,45,35,30,0,-20,MATURE,0
ACC0017093,75,55,15,45,35,5,40,-20,MATURE,0
ACC0017094,10,-10,-35,45,-20,30,-50,30,YOUNG,1
ACC0017095,10,-10,-35,-40,35,5,40,-20,MATURE,0
ACC0017096,40,25,15,45,35,55,-50,30,MATURE,0
ACC0017097,40,55,15,45,65,-30,-50,30,YOUNG,0
ACC0017098,40,55,50,45,10,55,0,30,MATURE,0
ACC0017099,40,25,15,45,65,5,40,-20,MATURE,0
ACC0017100,40,-45,-35,-40,-55,5,-50,30,YOUNG,0
ACC0017101,40,-45,-35,-40,10,-30,40,-20,YOUNG,0
ACC0017102,75,55,-35,45,-20,-30,40,30,MATURE,0
ACC0017103,-60,-10,-35,45,10,5,40,30,YOUNG,0
ACC0017104,10,25,-35,-40,65,5,-50,30,YOUNG,0
ACC0017105,10,55,15,45,65,5,0,30,MATURE,0
ACC0017106,75,-45,15,45,10,30,-50,30,YOUNG,0
ACC0017107,-25,25,15,45,65,-30,-50,-20,MATURE,0
ACC0017108,75,25,15,-40,10,30,0,30,MATURE,0
ACC0017109,40,-45,-35,-40,10,30,0,30,YOUNG,0
ACC0017110,10,-10,50,-40,35,-30,-50,-20,YOUNG,1
ACC0017111,-60,-10,-35,45,65,5,0,30,YOUNG,0
ACC0017112,10,-10,15,-40,10,55,0,30,MATURE,1
ACC0017113,40,55,-35,45,65,55,0,30,MATURE,0
ACC0017114,-60,25,15,-40,-20,5,40,-20,YOUNG,1
ACC0017115,40,-45,50,-40,10,55,-50,30,YOUNG,0
ACC0017116,10,-45,15,45,10,5,40,30,YOUNG,0
ACC0017117,75,-45,-35,-40,35,-30,0,30,YOUNG,0
ACC0017118,40,-45,15,45,10,-30,40,30,YOUNG,0
ACC0017119,75,-10,-35,-40,10,30,-50,-20,YOUNG,0
ACC0017120,40,-45,15,-40,35,-30,40,30,YOUNG,0
ACC0017121,10,-45,15,-40,35,5,40,30,MATURE,0
ACC0017122,75,55,15,45,35,5,-50,30,MATURE,0
ACC0017123,-60,25,15,-40,10,-30,-50,30,YOUNG,1
ACC0017124,40,25,50,45,10,30,-50,-20,YOUNG,1
ACC0017125,-25,-45,15,45,65,30,40,-20,MATURE,0
ACC0017126,40,-10,15,-40,10,5,0,30,YOUNG,0
ACC0017127,-25,55,-35,45,10,30,40,30,MATURE,0
ACC0017128,40,25,50,45,65,5,40,30,MATURE,0
ACC0017129,-25,25,15,45,65,55,0,30,MATURE,0
ACC0017130,75,-45,-35,-40,35,30,40,30,YOUNG,0
ACC0017131,-60,55,15,-40,10,-30,40,30,YOUNG,0
ACC0017132,10,-45,15,45,65,-30,0,-20,YOUNG,0
ACC0017133,-25,-10,15,-40,35,30,-50,30,YOUNG,0
ACC0017134,-25,-45,15,45,65,-30,40,30,YOUNG,1
ACC0017135,10,-10,-35,-40,10,-30,40,30,YOUNG,1
ACC0017136,10,-10,15,45,-20,-30,40,30,YOUNG,0
ACC0017137,-25,25,-35,-40,35,-30,0,-20,MATURE,1
ACC0017138,75,-45,50,45,35,5,40,30,MATURE,0
ACC0017139,10,-45,50,-40,10,55,0,30,YOUNG,0
ACC0017140,40,-10,50,45,10,30,40,30,MATURE,0
ACC0017141,10,25,15,45,10,-30,0,-20,YOUNG,0
ACC0017142,-25,-10,-35,45,10,55,40,-20,MATURE,0
ACC0017143,10,-45,-35,45,-20,-30,40,30,YOUNG,0
ACC0017144,40,25,15,-40,-20,30,40,-20,MATURE,1
ACC0017145,40,-45,15,45,35,-30,40,30,MATURE,0
ACC0017146,-25,-10,-35,45,35,5,-50,30,YOUNG,0
ACC0017147,-60,25,50,-40,-20,5,0,-20,YOUNG,0
ACC0017148,40,-10,15,45,10,30,-50,-20,MATURE,0
ACC0017149,75,-45,-35,-40,35,5,0,30,YOUNG,0
ACC0017150,10,-10,-35,45,10,5,40,-20,YOUNG,0
ACC0017151,40,55,15,45,35,55,0,30,MATURE,0
ACC0017152,-25,55,-35,-40,10,5,40,-20,YOUNG,0
ACC0017153,75,-10,-35,-40,35,-30,0,30,YOUNG,0
ACC0017154,10,-10,-35,45,35,-30,40,30,YOUNG,0
ACC0017155,-25,-45,-35,-40,-20,5,40,30,YOUNG,0
ACC0017156,75,-10,15,-40,35,5,0,30,YOUNG,1
ACC0017157,-25,25,15,45,10,55,0,30,MATURE,0
ACC0017158,-60,-10,50,45,-55,-30,40,30,YOUNG,0
ACC0017159,10,-10,-35,45,-20,5,40,30,YOUNG,0
ACC0017160,-25,-10,-35,-40,65,55,0,-20,MATURE,1
ACC0017161,10,25,15,-40,-20,55,-50,30,YOUNG,1
ACC0017162,75,-10,-35,45,10,55,40,-20,MATURE,0
ACC0017163,10,-10,-35,-40,10,55,-50,-20,MATURE,1
ACC0017164,10,-10,50,45,35,-30,40,-20,MATURE,0
ACC0017165,75,-45,15,45,10,-30,-50,-20,YOUNG,0
ACC0017166,-25,-45,15,-40,65,-30,40,30,YOUNG,0
ACC0017167,40,25,-35,-40,10,-30,0,-20,YOUNG,0
ACC0017168,40,25,15,45,-55,5,0,30,MATURE,1
ACC0017169,10,55,-35,45,-20,-30,-50,30,YOUNG,0
ACC0017170,-25,-45,-35,45,-20,-30,40,30,YOUNG,0
ACC0017171,75,-10,15,45,35,55,40,30,MATURE,0
ACC0017172,10,-45,50,-40,35,5,40,30,YOUNG,1
ACC0017173,10,25,-35,-40,65,55,-50,30,MATURE,0
ACC0017174,10,25,15,-40,-20,-30,0,-20,YOUNG,1
ACC0017175,75,25,15,45,65,55,40,30,MATURE,0
ACC0017176,40,-10,15,-40,35,-30,40,-20,YOUNG,0
ACC0017177,75,55,50,45,-55,30,40,-20,MATURE,0
ACC0017178,40,25,-35,45,-55,-30,0,30,MATURE,0
ACC0017179,10,-45,15,-40,35,5,40,30,YOUNG,0
ACC0017180,75,-10,15,-40,10,-30,40,-20,MATURE,1
ACC0017181,10,25,-35,-40,-55,-30,0,30,YOUNG,0
ACC0017182,10,25,15,-40,35,55,-50,30,YOUNG,0
ACC0017183,40,55,-35,45,-55,30,-50,30,YOUNG,0
ACC0017184,-60,-10,15,45,-20,-30,-50,30,MATURE,1
ACC0017185,10,25,-35,-40,35,5,40,-20,YOUNG,0
ACC0017186,10,55,50,45,65,55,0,30,MATURE,0
ACC0017187,75,-10,15,-40,65,5,0,30,YOUNG,0
ACC0017188,10,55,-35,-40,-55,55,0,30,YOUNG,0
ACC0017189,10,-45,15,45,-55,5,40,30,MATURE,0
ACC0017190,40,-10,-35,45,-20,-30,40,30,YOUNG,0
ACC0017191,10,-10,15,45,65,5,0,30,MATURE,0
ACC0017192,-25,-45,50,-40,10,-30,0,-20,YOUNG,0
ACC0017193,-60,-45,15,45,-20,-30,0,-20,YOUNG,0
ACC0017194,10,-10,15,45,35,-30,0,30,YOUNG,0
ACC0017195,75,25,15,45,35,30,40,-20,MATURE,0
ACC0017196,10,55,50,45,35,5,0,-20,MATURE,0
ACC0017197,10,-10,15,-40,-20,30,40,30,MATURE,0
ACC0017198,75,55,15,-40,35,30,-50,30,MATURE,0
ACC0017199,10,25,-35,-40,35,-30,40,30,YOUNG,0
ACC0017200,40,25,15,45,35,30,0,-20,MATURE,0
ACC0017201,-25,55,-35,45,35,5,40,-20,YOUNG,0
ACC0017202,40,-10,15,45,65,5,0,-20,MATURE,0
ACC0017203,75,-45,-35,-40,10,-30,-50,30,YOUNG,1
ACC0017204,40,-45,50,-40,65,-30,-50,30,MATURE,0
ACC0017205,-25,-45,15,-40,65,5,0,30,YOUNG,1
ACC0017206,75,55,-35,45,35,30,-50,30,YOUNG,0
ACC0017207,-60,-10,-35,-40,65,-30,40,30,YOUNG,1
ACC0017208,75,-10,-35,45,10,55,-50,-20,MATURE,0
ACC0017209,40,25,15,45,-20,55,0,-20,MATURE,0
ACC0017210,-60,-10,-35,-40,-20,-30,0,30,YOUNG,1
ACC0017211,-25,-45,15,45,-55,30,40,30,YOUNG,1
ACC0017212,75,-10,-35,45,65,55,40,-20,MATURE,0
ACC0017213,10,25,-35,45,-55,-30,40,30,YOUNG,0
ACC0017214,-60,-45,-35,45,-55,-30,40,-20,YOUNG,1
ACC0017215,40,-10,-35,45,-20,5,40,-20,MATURE,1
ACC0017216,40,-10,15,45,35,30,40,-20,MATURE,0
ACC0017217,75,-10,-35,45,10,30,40,30,YOUNG,0
ACC0017218,40,-10,-35,-40,10,-30,-50,30,YOUNG,1
ACC0017219,40,55,-35,-40,-55,5,0,-20,YOUNG,0
ACC0017220,75,55,-35,-40,-20,-30,0,-20,YOUNG,1
ACC0017221,10,25,15,-40,-55,5,0,30,YOUNG,1
ACC0017222,40,-10,50,45,10,30,0,-20,MATURE,0
ACC0017223,40,25,50,45,10,55,-50,30,MATURE,0
ACC0017224,10,25,50,45,35,30,0,30,YOUNG,0
ACC0017225,75,-10,-35,45,10,-30,40,30,MATURE,0
ACC0017226,40,55,50,-40,10,-30,-50,-20,YOUNG,0
ACC0017227,40,25,15,45,65,5,0,-20,MATURE,0
ACC0017228,40,-10,15,45,65,-30,-50,30,MATURE,0
ACC0017229,-60,-10,15,-40,10,30,-50,-20,YOUNG,0
ACC0017230,-60,-45,15,45,35,5,40,-20,YOUNG,0
ACC0017231,75,25,50,45,10,5,40,30,MATURE,0
ACC0017232,75,-10,15,-40,35,-30,40,30,YOUNG,1
ACC0017233,-25,25,-35,-40,-20,30,-50,-20,YOUNG,0
ACC0017234,40,55,15,45,10,5,40,-20,MATURE,0
ACC0017235,-25,-10,50,45,-55,30,0,-20,MATURE,0
ACC0017236,75,25,15,45,65,5,0,30,YOUNG,0
ACC0017237,75,-10,-35,45,35,30,0,-20,MATURE,0
ACC0017238,10,-45,-35,-40,-55,55,40,-20,YOUNG,0
ACC0017239,10,25,15,-40,10,-30,-50,30,YOUNG,0
ACC0017240,75,-45,15,-40,-20,-30,-50,-20,YOUNG,0
ACC0017241,10,-45,15,-40,-20,30,0,30,YOUNG,1
ACC0017242,-25,-45,50,-40,35,-30,0,30,YOUNG,0
ACC0017243,75,-10,15,-40,-20,-30,-50,-20,MATURE,1
ACC0017244,75,-10,-35,45,35,-30,0,30,YOUNG,0
ACC0017245,10,-10,15,-40,35,-30,40,30,YOUNG,0
ACC0017246,75,-45,-35,-40,-55,5,40,-20,YOUNG,0
ACC0017247,75,25,15,-40,-20,-30,-50,-20,YOUNG,0
ACC0017248,-25,-10,50,45,10,5,-50,30,MATURE,0
ACC0017249,10,-45,15,45,10,5,0,-20,YOUNG,0
ACC0017250,40,-10,15,45,-55,-30,40,30,YOUNG,0
ACC0017251,-60,-10,15,45,-55,-30,40,30,YOUNG,1
ACC0017252,75,-10,15,-40,35,5,0,-20,YOUNG,1
ACC0017253,40,-45,-35,45,10,30,0,30,YOUNG,0
ACC0017254,40,-45,-35,-40,-20,-30,0,30,YOUNG,0
ACC0017255,75,-10,15,45,65,-30,40,-20,MATURE,0
ACC0017256,-25,-45,50,-40,-20,-30,0,30,YOUNG,0
ACC0017257,10,-10,15,45,65,-30,40,30,MATURE,0
ACC0017258,-25,55,-35,45,-20,-30,40,-20,YOUNG,0
ACC0017259,-60,25,15,45,10,55,40,-20,MATURE,0
ACC0017260,10,25,-35,-40,-55,5,0,30,YOUNG,1
ACC0017261,-25,-10,-35,-40,-20,-30,40,30,YOUNG,0
ACC0017262,-25,-45,15,-40,-55,-30,40,30,YOUNG,0
ACC0017263,-60,-10,15,45,10,-30,0,30,MATURE,0
ACC0017264,-25,55,15,45,35,-30,0,-20,MATURE,0
ACC0017265,40,25,15,-40,35,-30,0,-20,YOUNG,0
ACC0017266,75,25,-35,-40,-55,5,0,30,YOUNG,0
ACC0017267,-25,-10,-35,-40,10,-30,40,30,YOUNG,1
ACC0017268,10,-45,-35,-40,35,30,-50,-20,YOUNG,0
ACC0017269,75,-45,50,45,-20,-30,0,-20,MATURE,0
ACC0017270,10,-45,-35,-40,65,-30,40,30,YOUNG,1
ACC0017271,75,-45,15,45,10,-30,0,30,MATURE,0
ACC0017272,10,25,-35,45,35,-30,0,30,YOUNG,0
ACC0017273,40,-10,15,45,65,30,0,30,MATURE,0
ACC0017274,10,-45,-35,-40,35,-30,0,30,YOUNG,1
ACC0017275,10,-45,15,-40,-20,-30,40,30,YOUNG,0
ACC0017276,75,-10,50,-40,10,5,40,30,MATURE,0
ACC0017277,-60,-10,-35,45,-20,5,-50,30,YOUNG,0
ACC0017278,40,-10,15,-40,-55,-30,40,30,YOUNG,0
ACC0017279,10,-10,15,-40,10,30,40,30,YOUNG,1
ACC0017280,10,55,-35,-40,65,5,40,30,YOUNG,0
ACC0017281,-25,-45,15,45,10,-30,-50,30,YOUNG,1
ACC0017282,-25,-45,15,45,-20,30,40,-20,MATURE,0
ACC0017283,75,-45,15,-40,35,30,0,30,MATURE,0
ACC0017284,-25,25,-35,45,35,30,40,30,YOUNG,0
ACC0017285,-25,-45,15,-40,-20,-30,40,30,YOUNG,1
ACC0017286,40,-10,-35,-40,65,-30,-50,-20,MATURE,0
ACC0017287,10,25,-35,-40,65,30,-50,-20,MATURE,1
ACC0017288,-25,25,15,45,-20,5,0,30,YOUNG,0
ACC0017289,-25,25,-35,-40,-20,-30,0,-20,YOUNG,1
ACC0017290,75,-10,-35,45,35,-30,40,30,MATURE,0
ACC0017291,-25,25,50,45,10,-30,40,30,YOUNG,0
ACC0017292,40,25,15,-40,65,30,-50,-20,YOUNG,0
ACC0017293,40,55,50,45,35,55,40,-20,MATURE,0
ACC0017294,40,-10,-35,45,35,-30,-50,30,YOUNG,1
ACC0017295,10,55,15,-40,65,5,40,-20,MATURE,0
ACC0017296,40,25,50,-40,35,5,40,30,MATURE,0
ACC0017297,-60,55,15,-40,10,5,40,-20,YOUNG,1
ACC0017298,10,25,50,45,10,-30,-50,30,MATURE,0
ACC0017299,-25,-45,-35,-40,-20,-30,40,30,YOUNG,1
ACC0017300,75,-10,-35,45,65,5,0,-20,MATURE,0
ACC0017301,40,25,50,45,-55,55,0,30,MATURE,0
ACC0017302,10,-10,50,45,-55,5,0,30,MATURE,0
ACC0017303,-25,-45,-35,-40,10,5,40,30,YOUNG,0
ACC0017304,75,-45,50,-40,65,-30,40,30,MATURE,0
ACC0017305,-25,25,-35,45,35,30,40,-20,MATURE,0
ACC0017306,75,25,-35,-40,35,-30,40,30,YOUNG,0
ACC0017307,10,-45,15,-40,10,-30,-50,30,YOUNG,0
ACC0017308,-25,-45,-35,45,65,-30,0,30,YOUNG,1
ACC0017309,75,55,15,45,10,30,40,-20,MATURE,0
ACC0017310,-60,-45,-35,-40,10,-30,40,-20,YOUNG,0
ACC0017311,10,-45,15,45,-55,55,-50,30,YOUNG,0
ACC0017312,75,25,15,45,-20,-30,-50,30,MATURE,0
ACC0017313,40,25,15,45,-20,-30,40,-20,MATURE,1
ACC0017314,-25,25,15,45,65,-30,40,30,MATURE,0
ACC0017315,10,-45,15,45,35,55,40,30,MATURE,0
ACC0017316,40,55,15,45,35,55,40,-20,MATURE,0
ACC0017317,-25,25,-35,-40,-20,-30,0,30,YOUNG,1
