account_id,payment_history,credit_utilization,account_tenure,monthly_income,num_credit_lines,recent_inquiries,segment,target
ACC0007799,-25,5,5,-20,20,45,SME,0
ACC0007800,10,35,-50,60,20,-15,CONSUMER,0
ACC0007801,40,5,5,-20,20,45,ENTERPRISE,0
ACC0007802,40,-30,-35,60,40,-45,SME,0
ACC0007803,10,5,-50,-45,20,15,CONSUMER,0
ACC0007804,10,35,5,-20,40,-15,CONSUMER,0
ACC0007805,10,-55,30,10,-10,45,SME,0
ACC0007806,10,35,30,-20,-10,15,CONSUMER,0
ACC0007807,10,35,30,35,-40,-15,SME,0
ACC0007808,-60,35,30,10,-40,15,CONSUMER,0
ACC0007809,40,35,55,10,-40,45,CONSUMER,0
ACC0007810,10,5,5,60,40,15,CONSUMER,0
ACC0007811,10,-30,-35,60,20,-15,CONSUMER,0
ACC0007812,40,-55,5,-45,40,-15,CONSUMER,0
ACC0007813,10,65,55,10,-10,-15,CONSUMER,0
ACC0007814,10,65,-35,10,-40,-15,CONSUMER,0
ACC0007815,40,5,5,-20,-40,-45,CONSUMER,0
ACC0007816,-25,35,30,35,40,-45,ENTERPRISE,0
ACC0007817,10,35,30,-20,-10,-15,CONSUMER,1
ACC0007818,75,5,-35,10,-10,-15,SME,0
ACC0007819,-25,35,30,35,-40,-45,CONSUMER,0
ACC0007820,40,5,30,-45,-10,45,CONSUMER,0
ACC0007821,-60,65,-35,35,20,-15,SME,0
ACC0007822,10,65,5,60,20,-15,CONSUMER,0
ACC0007823,10,-30,30,-45,40,-45,CONSUMER,1
ACC0007824,10,5,30,10,-10,-15,SME,0
ACC0007825,-25,65,-35,10,40,-15,CONSUMER,0
ACC0007826,10,65,55,10,-10,15,CONSUMER,0
ACC0007827,40,5,-50,60,-10,-15,CONSUMER,0
ACC0007828,10,-55,-50,35,20,-15,CONSUMER,0
ACC0007829,-25,5,-35,35,40,45,CONSUMER,0
ACC0007830,-25,65,5,60,-40,-45,CONSUMER,0
ACC0007831,-60,-55,-35,35,-10,-45,CONSUMER,0
ACC0007832,40,-30,5,10,-10,15,CONSUMER,0
ACC0007833,75,5,55,60,-10,-15,CONSUMER,1
ACC0007834,10,5,-50,35,-40,-15,SME,0
ACC0007835,10,35,30,10,-10,-45,CONSUMER,0
ACC0007836,10,35,5,10,-10,-15,CONSUMER,0
ACC0007837,-25,-30,5,35,40,15,ENTERPRISE,1
ACC0007838,40,-30,30,35,-10,-15,CONSUMER,0
ACC0007839,40,-30,-35,-20,40,-15,CONSUMER,0
ACC0007840,10,35,30,-20,20,-15,CONSUMER,0
ACC0007841,-25,5,-50,-45,-40,-15,CONSUMER,0
ACC0007842,40,5,-35,-20,20,15,CONSUMER,0
ACC0007843,10,5,-35,35,20,-45,CONSUMER,0
ACC0007844,-25,35,30,10,20,15,ENTERPRISE,0
ACC0007845,10,35,30,10,-10,-15,CONSUMER,0
ACC0007846,40,65,5,-45,20,-15,CONSUMER,1
ACC0007847,10,-30,5,60,-40,-45,CONSUMER,0
ACC0007848,75,5,55,10,20,15,CONSUMER,0
ACC0007849,-25,-30,55,10,20,-15,SME,0
ACC0007850,-25,35,5,10,20,-15,SME,0
ACC0007851,-60,-30,30,10,40,45,CONSUMER,0
ACC0007852,-60,35,-50,-20,20,-15,ENTERPRISE,0
ACC0007853,10,35,30,-45,20,-45,CONSUMER,0
ACC0007854,40,35,30,35,-10,45,CONSUMER,0
ACC0007855,-25,65,30,-20,40,-15,CONSUMER,0
ACC0007856,-25,-55,30,60,20,-15,SME,1
ACC0007857,40,65,5,-20,-40,45,CONSUMER,1
ACC0007858,10,35,55,10,20,-45,CONSUMER,0
ACC0007859,10,5,5,60,-10,15,ENTERPRISE,0
ACC0007860,75,5,55,10,-40,-15,CONSUMER,1
ACC0007861,10,35,55,10,-40,-45,CONSUMER,0
ACC0007862,10,65,-35,10,-40,-15,CONSUMER,0
ACC0007863,40,-30,-35,35,40,-15,CONSUMER,0
ACC0007864,40,-30,-50,35,40,45,CONSUMER,0
ACC0007865,75,35,5,10,20,-15,CONSUMER,0
ACC0007866,-25,65,-50,10,40,-15,CONSUMER,0
ACC0007867,10,-55,30,35,-10,-15,CONSUMER,0
ACC0007868,-60,35,-35,60,-40,-45,SME,0
ACC0007869,40,-30,-35,-45,40,-15,CONSUMER,0
ACC0007870,40,-55,-35,10,-10,15,CONSUMER,0
ACC0007871,-60,-30,-35,10,-10,-15,SME,0
ACC0007872,40,-30,-35,35,20,-45,ENTERPRISE,0
ACC0007873,-25,5,30,35,40,15,CONSUMER,0
ACC0007874,75,-30,-50,60,-10,15,SME,1
ACC0007875,-25,5,5,-20,40,-15,SME,0
ACC0007876,40,5,5,10,-40,15,CONSUMER,0
ACC0007877,75,35,-35,-20,-10,15,CONSUMER,0
ACC0007878,-60,-55,5,-20,-40,-15,SME,0
ACC0007879,40,35,5,10,20,-45,CONSUMER,0
ACC0007880,-25,-55,5,10,20,-45,CONSUMER,1
ACC0007881,40,65,-35,35,-10,-15,CONSUMER,0
ACC0007882,-60,5,-50,35,40,-45,SME,0
ACC0007883,40,65,5,-45,-10,-15,CONSUMER,0
ACC0007884,10,35,5,-20,20,-15,ENTERPRISE,0
ACC0007885,10,5,-50,35,40,-45,ENTERPRISE,0
ACC0007886,40,-30,5,35,-10,15,SME,0
ACC0007887,-25,5,-35,35,-40,-15,CONSUMER,0
ACC0007888,-60,35,5,35,-10,-45,CONSUMER,0
ACC0007889,10,-30,5,-45,-10,-45,CONSUMER,0
ACC0007890,10,35,-35,10,-40,45,CONSUMER,0
ACC0007891,75,5,5,35,20,15,CONSUMER,0
ACC0007892,-60,35,5,-45,-10,15,CONSUMER,1
ACC0007893,40,65,5,10,-10,-45,CONSUMER,0
ACC0007894,-60,35,-35,10,-10,-45,CONSUMER,0
ACC0007895,-25,-55,55,-20,20,45,SME,0
ACC0007896,-25,65,5,-20,20,-45,SME,1
ACC0007897,40,35,5,35,-10,-15,CONSUMER,0
ACC0007898,40,65,5,35,-10,-15,SME,0
ACC0007899,-25,5,30,-20,-10,-45,CONSUMER,0
ACC0007900,-60,35,55,35,20,15,CONSUMER,0
ACC0007901,10,35,-35,-20,20,-15,CONSUMER,0
ACC0007902,75,35,5,10,20,45,CONSUMER,0
ACC0007903,-25,-55,55,35,-10,-15,CONSUMER,0
ACC0007904,75,35,-50,35,-10,-15,CONSUMER,0
ACC0007905,-25,35,-35,60,-10,45,CONSUMER,0
ACC0007906,10,5,5,35,-40,-15,CONSUMER,1
ACC0007907,10,5,5,-20,20,15,CONSUMER,0
ACC0007908,40,-30,5,60,-40,-45,CONSUMER,0
ACC0007909,40,5,5,10,-10,15,CONSUMER,0
ACC0007910,10,35,-50,-20,40,-45,CONSUMER,1
ACC0007911,75,-30,30,-20,-10,-15,CONSUMER,0
ACC0007912,10,-55,-35,-20,-10,15,CONSUMER,1
ACC0007913,40,35,-50,10,-10,-15,CONSUMER,0
ACC0007914,10,65,-50,10,-40,15,CONSUMER,0
ACC0007915,10,-30,30,35,-10,15,CONSUMER,0
ACC0007916,-60,5,55,10,20,15,ENTERPRISE,1
ACC0007917,-25,-30,-35,10,-10,-15,CONSUMER,0
ACC0007918,-25,5,30,60,-40,15,CONSUMER,0
ACC0007919,75,5,5,35,-40,-45,SME,0
ACC0007920,-25,35,30,10,-40,15,CONSUMER,0
ACC0007921,-60,35,5,10,-10,-15,SME,0
ACC0007922,10,5,5,35,-10,-45,CONSUMER,0
ACC0007923,10,-30,5,60,-10,-15,SME,0
ACC0007924,40,65,-50,35,-40,-15,CONSUMER,0
ACC0007925,75,5,-50,-45,-10,-15,ENTERPRISE,0
ACC0007926,10,-55,-35,60,-40,-15,CONSUMER,0
ACC0007927,10,65,30,10,-40,15,SME,0
ACC0007928,-25,-30,55,-20,-40,-15,CONSUMER,0
ACC0007929,10,-30,30,-20,20,15,CONSUMER,0
ACC0007930,40,65,5,35,20,-45,CONSUMER,0
ACC0007931,-25,5,-35,35,-40,45,CONSUMER,1
ACC0007932,40,35,-50,10,-40,-45,CONSUMER,0
ACC0007933,40,-30,5,-20,-40,45,SME,0
ACC0007934,-25,5,30,10,20,15,CONSUMER,0
ACC0007935,40,35,-35,10,-40,15,SME,0
ACC0007936,40,35,-35,35,20,45,CONSUMER,0
ACC0007937,10,-55,30,10,-10,-15,CONSUMER,1
ACC0007938,10,35,5,10,-10,15,SME,0
ACC0007939,10,-30,-35,60,-40,-15,SME,0
ACC0007940,10,5,-35,-20,-40,15,SME,0
ACC0007941,10,5,5,10,-40,-45,ENTERPRISE,0
ACC0007942,75,5,-35,-45,20,45,SME,0
ACC0007943,10,35,55,35,-10,-45,CONSUMER,0
ACC0007944,40,35,5,-20,-40,-15,CONSUMER,0
ACC0007945,40,5,55,-20,-10,-45,CONSUMER,1
ACC0007946,75,35,5,10,-10,15,CONSUMER,0
ACC0007947,10,35,-35,10,-40,-45,CONSUMER,0
ACC0007948,-25,5,55,10,-10,15,CONSUMER,0
ACC0007949,-60,5,55,35,-40,45,CONSUMER,0
ACC0007950,-25,5,30,60,40,-45,CONSUMER,1
ACC0007951,75,65,-35,35,40,-15,CONSUMER,0
ACC0007952,40,5,-35,10,40,45,CONSUMER,0
ACC0007953,10,65,55,-45,-10,45,CONSUMER,1
ACC0007954,-25,-55,55,60,-10,45,CONSUMER,0
ACC0007955,40,-30,30,35,20,15,SME,0
ACC0007956,40,-30,5,35,20,15,CONSUMER,0
ACC0007957,10,35,30,-20,20,-15,CONSUMER,0
ACC0007958,-60,65,-35,10,-10,-45,CONSUMER,1
ACC0007959,75,-30,30,35,-40,45,CONSUMER,0
ACC0007960,75,65,55,10,-10,-15,CONSUMER,0
ACC0007961,10,65,30,-45,-10,15,CONSUMER,0
ACC0007962,-25,5,30,35,40,45,CONSUMER,0
ACC0007963,75,-55,-50,60,-10,15,CONSUMER,0
ACC0007964,40,35,5,35,20,-45,CONSUMER,0
ACC0007965,75,65,-35,60,40,15,CONSUMER,0
ACC0007966,75,35,5,10,-40,15,SME,0
ACC0007967,75,-30,5,-45,20,15,CONSUMER,0
ACC0007968,40,35,-50,10,40,15,CONSUMER,0
ACC0007969,10,-55,30,10,-10,15,CONSUMER,0
ACC0007970,40,5,5,35,-10,15,CONSUMER,1
ACC0007971,40,65,5,35,-10,-15,CONSUMER,0
ACC0007972,75,-55,30,10,-10,45,SME,0
ACC0007973,40,65,-35,10,-40,-45,CONSUMER,1
ACC0007974,40,-30,55,10,20,15,CONSUMER,0
ACC0007975,75,5,-35,10,20,-15,CONSUMER,0
ACC0007976,10,5,-50,10,20,15,CONSUMER,1
ACC0007977,40,-30,5,10,-40,15,CONSUMER,0
ACC0007978,10,65,-35,35,-10,45,CONSUMER,0
ACC0007979,10,65,55,10,40,45,CONSUMER,0
ACC0007980,10,5,-35,35,-40,15,CONSUMER,0
ACC0007981,10,5,-35,10,20,15,CONSUMER,0
ACC0007982,10,65,5,60,20,15,CONSUMER,0
ACC0007983,40,-55,30,35,-10,-15,CONSUMER,0
ACC0007984,75,65,55,60,-40,-15,CONSUMER,0
ACC0007985,10,65,30,10,-10,-15,CONSUMER,0
ACC0007986,10,5,-50,-45,20,-45,CONSUMER,1
ACC0007987,40,35,5,35,-40,-45,SME,0
ACC0007988,-25,5,30,10,-40,15,ENTERPRISE,0
ACC0007989,40,65,-35,-45,40,15,CONSUMER,0
ACC0007990,75,-55,-35,10,20,-45,CONSUMER,0
ACC0007991,-25,5,55,35,-10,15,CONSUMER,0
ACC0007992,-25,35,55,10,40,-15,CONSUMER,0
ACC0007993,10,5,30,35,20,45,CONSUMER,0
ACC0007994,-25,5,-35,10,-40,45,CONSUMER,1
ACC0007995,-25,5,55,10,-10,15,CONSUMER,0
ACC0007996,10,35,30,-20,-40,15,CONSUMER,1
ACC0007997,10,-55,30,35,-10,-15,CONSUMER,1
ACC0007998,40,5,30,-20,-40,15,CONSUMER,0
ACC0007999,75,-30,55,35,-40,-15,CONSUMER,0
ACC0008000,10,-30,30,35,20,15,CONSUMER,0
ACC0008001,-25,-55,30,60,-40,15,CONSUMER,0
ACC0008002,40,-30,5,35,-10,15,CONSUMER,0
ACC0008003,-60,5,55,60,40,45,CONSUMER,0
ACC0008004,40,-30,-35,-45,20,-45,CONSUMER,1
ACC0008005,40,5,-35,-45,-10,-45,CONSUMER,1
ACC0008006,10,35,30,10,-10,15,CONSUMER,0
ACC0008007,-25,5,-35,-20,-10,-15,CONSUMER,1
ACC0008008,-25,-30,5,-45,40,-45,CONSUMER,1
ACC0008009,-25,65,30,60,-10,-15,CONSUMER,0
ACC0008010,10,-30,-35,10,20,15,CONSUMER,0
ACC0008011,10,35,5,35,-10,-15,CONSUMER,0
ACC0008012,40,5,30,-20,20,45,CONSUMER,0
ACC0008013,40,65,30,10,-40,15,CONSUMER,0
ACC0008014,40,35,5,-20,40,-15,CONSUMER,0
ACC0008015,75,65,-50,60,20,-15,CONSUMER,0
ACC0008016,75,-30,5,10,20,-45,CONSUMER,0
ACC0008017,10,65,-35,35,-10,-45,CONSUMER,0
ACC0008018,10,35,-35,10,-10,45,CONSUMER,1
ACC0008019,10,35,55,-20,-10,-15,CONSUMER,0
ACC0008020,40,5,-35,35,-40,-15,SME,0
ACC0008021,-60,35,5,60,-10,-45,CONSUMER,0
ACC0008022,10,5,-35,-20,40,45,ENTERPRISE,0
ACC0008023,75,-55,55,35,20,-15,CONSUMER,0
ACC0008024,75,5,55,60,-10,-15,CONSUMER,0
ACC0008025,10,-30,-50,-45,40,15,CONSUMER,0
ACC0008026,10,35,-50,10,-10,45,CONSUMER,0
ACC0008027,10,-30,30,10,-10,-15,CONSUMER,1
ACC0008028,-25,5,30,60,-40,45,CONSUMER,0
ACC0008029,10,5,30,10,-10,15,SME,0
ACC0008030,40,-55,5,10,-10,45,CONSUMER,0
ACC0008031,40,65,5,35,20,15,CONSUMER,1
ACC0008032,10,5,30,10,-10,-45,SME,1
ACC0008033,75,-55,30,35,20,45,CONSUMER,0
ACC0008034,40,-30,5,10,-40,-15,CONSUMER,0
ACC0008035,40,35,30,35,-40,45,CONSUMER,0
ACC0008036,-25,5,-35,35,20,-15,CONSUMER,0
ACC0008037,10,65,5,60,-10,-45,SME,0
ACC0008038,75,65,30,10,-10,-45,CONSUMER,0
ACC0008039,40,5,-50,10,20,45,CONSUMER,0
ACC0008040,-60,5,5,-20,40,-15,CONSUMER,1
ACC0008041,40,-55,5,60,-10,-45,CONSUMER,0
ACC0008042,-60,-30,-50,-20,-10,-15,CONSUMER,0
ACC0008043,-25,35,5,35,20,15,CONSUMER,0
ACC0008044,75,-30,5,10,40,-45,CONSUMER,0
ACC0008045,10,65,5,10,20,-15,CONSUMER,0
ACC0008046,75,35,-50,35,-10,-15,CONSUMER,0
ACC0008047,-25,-55,-35,10,-40,-45,CONSUMER,0
ACC0008048,40,35,-50,10,20,45,CONSUMER,0
ACC0008049,40,5,-35,60,-10,15,SME,0
ACC0008050,10,35,-35,60,-10,-15,CONSUMER,0
ACC0008051,10,5,55,-20,20,45,SME,0
ACC0008052,40,-30,-35,10,-10,-15,CONSUMER,0
ACC0008053,40,5,55,10,20,15,CONSUMER,0
ACC0008054,40,5,-35,10,-40,-15,SME,0
ACC0008055,-25,35,-35,35,-10,-45,CONSUMER,0
ACC0008056,10,5,30,-45,-40,15,ENTERPRISE,0
ACC0008057,75,35,55,10,20,15,SME,0
ACC0008058,-60,-30,55,-20,20,15,CONSUMER,0
ACC0008059,-60,65,55,-20,-40,-15,CONSUMER,0
ACC0008060,-25,35,-35,10,-10,-45,CONSUMER,0
ACC0008061,75,5,-35,-20,-40,-45,CONSUMER,0
ACC0008062,75,5,30,-20,20,15,CONSUMER,0
ACC0008063,10,-30,-35,-45,-40,-15,CONSUMER,0
ACC0008064,-25,35,30,10,20,-15,CONSUMER,0
ACC0008065,-25,35,-50,35,20,-45,CONSUMER,0
ACC0008066,40,-55,5,10,-10,45,CONSUMER,0
ACC0008067,10,65,-35,-45,-10,45,CONSUMER,0
ACC0008068,40,35,-50,10,-10,15,SME,0
ACC0008069,75,35,5,60,40,-15,CONSUMER,0
ACC0008070,-60,65,5,10,40,45,CONSUMER,0
ACC0008071,-25,65,5,-20,20,-15,CONSUMER,0
ACC0008072,75,-55,30,35,40,15,CONSUMER,0
ACC0008073,40,35,-50,10,-10,45,CONSUMER,0
ACC0008074,40,-30,30,60,-40,-45,CONSUMER,0
ACC0008075,40,-30,5,35,40,-45,CONSUMER,0
ACC0008076,10,35,5,35,-10,15,CONSUMER,0
ACC0008077,40,5,-35,35,-10,15,SME,0
ACC0008078,10,-30,30,60,-40,-15,CONSUMER,0
ACC0008079,40,5,-35,35,-40,-45,SME,0
ACC0008080,75,65,55,35,20,-45,CONSUMER,1
ACC0008081,10,35,-35,10,-10,15,ENTERPRISE,0
ACC0008082,10,65,55,-20,-10,-45,CONSUMER,1
ACC0008083,-60,5,-35,10,-10,-45,CONSUMER,0
ACC0008084,-25,5,5,-20,20,15,CONSUMER,0
ACC0008085,75,35,30,-20,-40,15,SME,0
ACC0008086,-25,-30,5,10,-40,15,CONSUMER,0
ACC0008087,10,-30,30,60,-40,15,CONSUMER,0
ACC0008088,40,65,55,-45,-10,-15,CONSUMER,1
ACC0008089,40,-30,5,-20,20,-45,CONSUMER,0
ACC0008090,10,65,5,10,-10,-15,SME,0
ACC0008091,40,-55,30,60,-10,15,CONSUMER,0
ACC0008092,10,35,55,35,-10,15,SME,0
ACC0008093,75,35,5,35,-40,-15,SME,0
ACC0008094,-25,5,-50,35,-10,-45,CONSUMER,0
ACC0008095,75,35,30,10,20,15,CONSUMER,0
ACC0008096,40,65,-50,60,40,15,CONSUMER,0
ACC0008097,40,-30,30,35,-40,15,SME,0
ACC0008098,75,5,30,-20,20,-15,SME,0
ACC0008099,10,5,55,10,-40,-45,SME,0
ACC0008100,40,5,30,35,-40,15,SME,1
ACC0008101,10,-30,30,-20,20,45,CONSUMER,0
ACC0008102,10,-30,30,10,-10,-15,CONSUMER,0
ACC0008103,-60,-30,-35,-20,-10,-45,CONSUMER,0
ACC0008104,-25,5,5,10,-40,-45,SME,0
ACC0008105,-60,-55,30,-45,-40,-45,ENTERPRISE,0
ACC0008106,40,35,30,35,20,45,CONSUMER,0
ACC0008107,75,5,-35,60,-10,45,CONSUMER,0
ACC0008108,-60,5,-35,35,20,-45,CONSUMER,0
ACC0008109,75,5,30,60,20,15,CONSUMER,0
ACC0008110,10,5,5,10,20,-15,CONSUMER,0
ACC0008111,-25,5,5,10,20,45,CONSUMER,0
ACC0008112,75,35,30,35,-10,-15,CONSUMER,0
ACC0008113,75,35,5,-20,40,-15,CONSUMER,0
ACC0008114,10,5,30,35,20,15,CONSUMER,0
ACC0008115,-60,35,-35,-20,-40,15,CONSUMER,0
ACC0008116,40,5,55,10,-40,45,CONSUMER,0
ACC0008117,-25,35,-35,60,20,45,SME,0
ACC0008118,10,5,-35,-20,20,-45,SME,0
ACC0008119,-25,65,5,60,40,-45,CONSUMER,0
ACC0008120,-25,65,30,-45,20,15,CONSUMER,0
ACC0008121,-60,-55,55,-45,20,15,CONSUMER,0
ACC0008122,40,5,30,35,40,15,CONSUMER,0
ACC0008123,-60,35,30,35,40,-45,ENTERPRISE,1
ACC0008124,10,-30,30,35,-10,-15,SME,1
ACC0008125,-25,5,5,-20,-10,-15,CONSUMER,1
ACC0008126,10,35,5,10,40,45,CONSUMER,0
ACC0008127,40,65,30,10,-10,-15,CONSUMER,0
ACC0008128,75,-30,-35,10,20,-15,CONSUMER,0
ACC0008129,75,5,-35,-20,-40,-45,CONSUMER,0
ACC0008130,75,35,5,-20,-10,15,ENTERPRISE,0
ACC0008131,40,35,5,-45,40,-15,CONSUMER,0
ACC0008132,40,5,30,-20,-40,-15,ENTERPRISE,0
ACC0008133,-60,35,-50,35,40,15,CONSUMER,0
ACC0008134,40,-55,30,-20,-40,-15,SME,0
ACC0008135,10,65,-35,35,-40,15,CONSUMER,0
ACC0008136,10,65,5,35,-40,-15,CONSUMER,0
ACC0008137,-60,-55,-35,10,-40,-15,CONSUMER,0
ACC0008138,75,35,5,10,20,-15,SME,0
ACC0008139,10,35,30,-20,20,-15,CONSUMER,0
ACC0008140,10,35,55,-20,40,15,CONSUMER,0
ACC0008141,-25,35,5,60,-40,-15,SME,0
ACC0008142,10,-55,-35,35,-10,-15,CONSUMER,0
ACC0008143,75,65,55,10,20,-15,CONSUMER,0
ACC0008144,40,65,5,-20,40,-15,CONSUMER,0
ACC0008145,-25,5,5,10,-10,-15,ENTERPRISE,0
ACC0008146,10,5,5,10,-40,-45,SME,0
ACC0008147,10,-55,55,-45,20,-15,CONSUMER,1
ACC0008148,10,5,55,-20,-40,-45,CONSUMER,0
ACC0008149,10,-55,-50,35,-10,-15,CONSUMER,0
ACC0008150,10,35,5,10,20,15,CONSUMER,0
ACC0008151,40,-30,30,-20,-40,45,CONSUMER,0
ACC0008152,-25,35,30,-20,20,15,CONSUMER,0
ACC0008153,10,65,55,10,20,-15,CONSUMER,0
ACC0008154,75,-30,55,10,-10,-45,CONSUMER,1
ACC0008155,10,-30,5,-20,20,-45,CONSUMER,0
ACC0008156,40,5,5,10,-40,-15,CONSUMER,0
ACC0008157,-60,-30,-35,60,-10,-15,CONSUMER,1
ACC0008158,10,-30,30,10,-10,-15,CONSUMER,0
ACC0008159,-60,-30,5,-45,20,15,CONSUMER,0
ACC0008160,-25,-55,-35,10,-10,-45,CONSUMER,1
ACC0008161,-25,35,30,-45,-40,-15,CONSUMER,0
ACC0008162,10,35,5,35,20,-15,CONSUMER,0
ACC0008163,75,-55,-35,10,-10,-15,CONSUMER,0
ACC0008164,-60,-55,-50,-20,-10,15,CONSUMER,1
ACC0008165,-25,65,5,-20,-10,45,SME,0
ACC0008166,40,65,5,35,-40,-15,CONSUMER,0
ACC0008167,75,-55,55,10,40,45,CONSUMER,0
ACC0008168,10,35,-35,35,-40,-15,CONSUMER,0
ACC0008169,-60,5,5,-20,-40,45,ENTERPRISE,0
ACC0008170,-25,5,30,60,-40,45,CONSUMER,0
ACC0008171,40,35,55,35,-40,45,CONSUMER,0
ACC0008172,75,5,5,-20,20,-45,ENTERPRISE,1
ACC0008173,-25,65,-35,35,20,15,SME,0
ACC0008174,10,-30,-35,10,-10,-45,SME,1
ACC0008175,75,-30,30,35,-40,-15,CONSUMER,0
ACC0008176,75,5,-35,-20,-10,15,CONSUMER,1
ACC0008177,75,-55,-50,35,-10,-45,CONSUMER,0
ACC0008178,75,-30,-35,35,20,-15,CONSUMER,0
ACC0008179,-60,-55,30,10,-40,-15,CONSUMER,0
ACC0008180,40,5,55,35,-10,-15,CONSUMER,0
ACC0008181,40,5,-50,10,-10,15,CONSUMER,1
ACC0008182,10,5,30,-45,-40,-45,ENTERPRISE,0
ACC0008183,75,-30,5,35,40,-45,CONSUMER,0
ACC0008184,10,-30,-35,60,20,-45,CONSUMER,0
ACC0008185,-25,-55,5,-20,-10,15,SME,0
ACC0008186,10,5,30,-45,-10,-45,ENTERPRISE,0
ACC0008187,-60,35,30,-20,40,45,CONSUMER,0
ACC0008188,-25,-55,30,10,-40,45,ENTERPRISE,0
ACC0008189,-60,5,5,10,-10,-15,CONSUMER,1
ACC0008190,10,35,-35,10,40,-15,CONSUMER,0
ACC0008191,40,35,-35,10,-10,15,CONSUMER,0
ACC0008192,-60,35,30,-20,-10,-45,CONSUMER,0
ACC0008193,40,5,5,10,40,15,CONSUMER,0
ACC0008194,10,35,-35,60,40,-45,CONSUMER,0
ACC0008195,-60,-55,-35,10,40,15,CONSUMER,0
ACC0008196,-25,65,-35,35,20,-15,SME,0
ACC0008197,40,35,-35,35,-40,-45,SME,0
ACC0008198,-25,-55,-50,-20,-10,15,SME,1
ACC0008199,40,5,-50,10,-40,-15,CONSUMER,0
ACC0008200,75,5,-35,60,20,-15,CONSUMER,0
ACC0008201,10,35,30,-45,20,-45,CONSUMER,0
ACC0008202,40,-55,-35,60,-10,15,SME,0
ACC0008203,40,-55,-35,10,-10,45,ENTERPRISE,0
ACC0008204,10,35,55,35,20,15,CONSUMER,0
ACC0008205,-25,35,5,35,-40,-45,SME,1
ACC0008206,10,65,-35,35,-10,45,SME,0
ACC0008207,40,65,-50,-45,40,45,CONSUMER,0
ACC0008208,40,5,5,60,-10,15,CONSUMER,0
ACC0008209,10,5,5,-20,-40,15,CONSUMER,0
ACC0008210,-60,5,5,10,20,-15,SME,1
ACC0008211,-60,5,5,10,-10,45,CONSUMER,0
ACC0008212,-60,5,5,10,20,15,ENTERPRISE,0
ACC0008213,-25,-30,30,10,40,45,CONSUMER,0
ACC0008214,-25,-30,30,-20,-40,45,SME,0
ACC0008215,75,65,30,10,-10,-15,CONSUMER,0
ACC0008216,75,35,-50,10,20,45,CONSUMER,0
ACC0008217,-25,65,30,10,-40,45,SME,0
ACC0008218,-25,35,30,-45,20,-15,CONSUMER,0
ACC0008219,10,35,30,-20,20,-15,CONSUMER,0
ACC0008220,75,5,30,35,-10,-15,CONSUMER,0
ACC0008221,75,35,-35,-20,-10,-15,CONSUMER,0
ACC0008222,40,35,-35,10,40,15,CONSUMER,0
ACC0008223,10,35,55,35,20,15,CONSUMER,0
ACC0008224,-25,5,-35,10,20,-15,CONSUMER,0
ACC0008225,75,5,30,60,20,-45,CONSUMER,1
ACC0008226,40,5,5,-20,20,15,SME,0
ACC0008227,10,35,-50,35,-10,-45,CONSUMER,0
ACC0008228,75,5,-35,10,-10,45,CONSUMER,0
ACC0008229,-25,35,30,60,-40,-45,CONSUMER,1
ACC0008230,-25,5,5,-45,-10,-15,CONSUMER,0
ACC0008231,40,-30,55,-20,-10,15,CONSUMER,0
ACC0008232,40,-55,-50,35,-10,-15,ENTERPRISE,0
ACC0008233,40,-30,5,10,20,-15,SME,0
ACC0008234,40,5,5,10,20,45,ENTERPRISE,0
ACC0008235,75,35,-35,35,-10,-15,CONSUMER,0
ACC0008236,-25,-30,-35,35,20,-15,CONSUMER,0
ACC0008237,40,5,30,35,20,-15,CONSUMER,0
ACC0008238,-25,65,-35,60,-10,-15,CONSUMER,0
ACC0008239,10,-55,30,10,40,15,CONSUMER,0
ACC0008240,-60,-55,30,10,-10,-15,CONSUMER,0
ACC0008241,75,65,5,-20,-40,45,CONSUMER,0
ACC0008242,40,-30,30,10,20,-45,CONSUMER,1
ACC0008243,40,5,5,35,-40,15,CONSUMER,0
ACC0008244,75,-30,30,60,-10,15,CONSUMER,0
ACC0008245,75,65,5,-45,20,-45,CONSUMER,0
ACC0008246,10,5,55,10,-10,-15,CONSUMER,0
ACC0008247,-60,35,-35,35,20,-15,SME,0
ACC0008248,40,5,30,-45,20,15,CONSUMER,1
ACC0008249,10,5,5,35,20,-15,CONSUMER,1
ACC0008250,-25,35,5,35,20,-15,CONSUMER,0
ACC0008251,-25,-55,5,35,-10,-15,CONSUMER,1
ACC0008252,10,5,-35,60,40,-15,CONSUMER,0
ACC0008253,-60,65,30,-45,20,-15,CONSUMER,0
ACC0008254,75,65,30,60,-40,-45,ENTERPRISE,0
ACC0008255,10,35,-50,35,-10,-15,CONSUMER,0
ACC0008256,40,-55,30,10,-10,15,CONSUMER,0
ACC0008257,40,-30,55,-20,-40,-15,CONSUMER,0
ACC0008258,10,5,55,60,-40,15,CONSUMER,0
ACC0008259,-60,5,-50,60,-40,15,SME,0
ACC0008260,10,-30,-35,10,20,15,CONSUMER,0
ACC0008261,10,65,30,10,-10,-15,SME,0
ACC0008262,-60,65,-50,10,-10,15,CONSUMER,0
ACC0008263,10,5,30,-20,-10,-45,CONSUMER,0
ACC0008264,10,35,-35,-45,-40,-15,CONSUMER,0
ACC0008265,40,5,5,10,-40,-45,CONSUMER,0
ACC0008266,10,-30,30,35,-40,45,CONSUMER,0
